manufacturer,ship_name,canonical_id,source_entity_class,rsi_image_url,coverage_status,match_method,notes
Greycat Industrial,Greycat PTV,GRIN_PTV,GRIN_PTV,"https://robertsspaceindustries.com/i/229633d3eb47dcb6f98174212101c3f5889f5c1b/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResejJxgowdjCH26GobvfhugVXpDwAgduSyt)/source.webp",REGISTRY,NORMALIZED_NAME,
Greycat Industrial,Greycat ROC,GRIN_ROC,GRIN_ROC,"https://robertsspaceindustries.com/i/d61d296bca87d8ee1ec5f320e0a181b635eac966/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjZpg3TvUXzoPPWHyznxuewoEwZYPpvQLe)/source.webp",REGISTRY,NORMALIZED_NAME,
Greycat Industrial,Greycat ROC-DS,GRIN_ROC_DS,GRIN_ROC_DS,"https://robertsspaceindustries.com/i/055eb7e8be37bbbe2762bdf80eed176f623245e1/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResf1KiRdFjoqLzFeGUNcHcx8G7544GVQBqg)/source.webp",REGISTRY,NORMALIZED_NAME,
Greycat Industrial,Greycat STV,GRIN_STV,GRIN_STV,"https://robertsspaceindustries.com/i/83719471984714efdde559b6f9e936bcf86845ba/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskCv7m8TiAMkonNjPhXV8R6Hb67RxWnqo4)/source.webp",REGISTRY,NORMALIZED_NAME,
Kruger Intergalactic,Kruger L-21 Wolf,KRIG_L21_Wolf,KRIG_L21_Wolf,"https://robertsspaceindustries.com/i/037324cea60c33e19a6c05ebbf85b97a124596e8/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj21WaUxWbKR9SuaMi6kvW7goytjDLbo58)/source.webp",REGISTRY,NORMALIZED_NAME,
Kruger Intergalactic,Kruger L-21 Wolf Wikelo Sneak Special,KRIG_L21_Wolf_Collector_Stealth,KRIG_L21_Wolf_Collector_Stealth,,FALLBACK,UNMATCHED,
Kruger Intergalactic,Kruger L-21 Wolf Wikelo War Special,KRIG_L21_Wolf_Collector_Military,KRIG_L21_Wolf_Collector_Military,,FALLBACK,UNMATCHED,
Kruger Intergalactic,Kruger L-22 Alpha Wolf,KRIG_L22_AlphaWolf,KRIG_L22_AlphaWolf,"https://robertsspaceindustries.com/i/deddca4440013e52e9db2df4806ad7ab9e7b4812/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResivS471eTgnjhZtB5WJnDZYBgSEvw8UDCJ)/source.webp",REGISTRY,NORMALIZED_NAME,
Kruger Intergalactic,Kruger L-22 Alpha Wolf Wikelo War Special,KRIG_L22_AlphaWolf_Collector_Military,KRIG_L22_AlphaWolf_Collector_Military,,FALLBACK,UNMATCHED,
Kruger Intergalactic,Kruger P-52 Merlin,KRIG_P52_Merlin,KRIG_P52_Merlin,"https://robertsspaceindustries.com/i/8dececc4f3eb9aef6528e9787a901282df35efb9/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResivhwGVUftNgJ5wypSvobRWnKmXUmmce4E)/source.webp",REGISTRY,NORMALIZED_NAME,
Kruger Intergalactic,Kruger P-72 Archimedes,KRIG_P72_Archimedes,KRIG_P72_Archimedes,"https://robertsspaceindustries.com/i/c4136eb7b9a090dbd6417e2c7cef5b449cb7da85/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResev3uj33ZcSyfFgcyVdQoGyjUZdtCF4h4a)/source.webp",REGISTRY,NORMALIZED_NAME,
Kruger Intergalactic,Kruger P-72 Archimedes Emerald,KRIG_P72_Archimedes_Emerald,KRIG_P72_Archimedes_Emerald,"https://robertsspaceindustries.com/i/78add1c57033761d2413a7c433cdb1960d24b24e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjk9YxDCQdAxLd5gPH21xRodqp28Sj8QMC)/source.webp",REGISTRY,NORMALIZED_NAME,
Mirai,M80,m80,m80,"https://robertsspaceindustries.com/i/cf696d91c715b0c5a8472f896a5bc17c6ddfb2af/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjqVqT85kcsZpHEV6eiFpyd6TUUKqDwvk6)/source.webp",REGISTRY,EXACT_NAME,
Mirai,Mirai Fury,MISC_Fury,MISC_Fury,"https://robertsspaceindustries.com/i/1aeead1c6c8a81986b915ea67f9dc113e5eb1cb1/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjNsitwktGuZ1F2jyemypwgMsPr4K8FxaJ)/source.webp",REGISTRY,NORMALIZED_NAME,
Mirai,Mirai Fury LX,MISC_Fury_LX,MISC_Fury_LX,"https://robertsspaceindustries.com/i/a907809ebb4a81e050de8bc0cca43e28f2f04d09/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResipDUniadrxVqFV8Exc6F8gdxmNfxCBMqQ)/source.webp",REGISTRY,NORMALIZED_NAME,
Mirai,Mirai Fury MX,MISC_Fury_Miru,MISC_Fury_Miru,"https://robertsspaceindustries.com/i/8a355f968a9fb8a7a1561f09594de5a53bb520ef/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResiedrpVbiTc8HyRzgMr7wjGhHFaUNQBefx)/source.webp",REGISTRY,NORMALIZED_NAME,
Mirai,Mirai Guardian,MRAI_Guardian,MRAI_Guardian,"https://robertsspaceindustries.com/i/478b410c55f539921aa64243ac35830b4df781f8/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjNyeyi5nsV2JkpuiqKNKw4cqRkqD2mEox)/source.webp",REGISTRY,NORMALIZED_NAME,
Mirai,Mirai Guardian MX,MRAI_Guardian_MX,MRAI_Guardian_MX,"https://robertsspaceindustries.com/i/309b117069175079c3ffd10bdd2d049f3ec21109/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResizrRM5jTxuTFgo1xHQEuf9mLWkSATDWeJ)/source.webp",REGISTRY,NORMALIZED_NAME,
Mirai,Mirai Guardian MX Wikelo War Special,MRAI_Guardian_MX_Collector_Military,MRAI_Guardian_MX_Collector_Military,,FALLBACK,UNMATCHED,
Mirai,Mirai Guardian QI,MRAI_Guardian_QI,MRAI_Guardian_QI,"https://robertsspaceindustries.com/i/2483ec23739aa394061b277527f6e3e7f5c5f9f7/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj1ndf4manLs7oQb2QBDyvNe2nWg187tCW)/source.webp",REGISTRY,NORMALIZED_NAME,
Mirai,Mirai Guardian QI Wikelo Special,MRAI_Guardian_QI_Collector_Indust,MRAI_Guardian_QI_Collector_Indust,,FALLBACK,UNMATCHED,
Mirai,Mirai Guardian Wikelo War Special,MRAI_Guardian_Military,MRAI_Guardian_Military,,FALLBACK,UNMATCHED,
Mirai,Mirai Pulse,MRAI_Pulse,MRAI_Pulse,"https://robertsspaceindustries.com/i/9eee2b9ab23671035bcab7f3a050655a2c7ce66d/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskUYxVZhzfpkNjYHgySR3bPtREywmuoPXL)/source.webp",REGISTRY,NORMALIZED_NAME,
Mirai,Mirai Pulse LX,MRAI_Pulse_LX,MRAI_Pulse_LX,"https://robertsspaceindustries.com/i/e0a83ce08be9d319d55845d6ef2d718b23f504f5/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseYbE91BCk1S1Rax9rs94PGdy77YWb1tKg)/source.webp",REGISTRY,NORMALIZED_NAME,
Mirai,Mirai Pulse Wikelo Special,MRAI_Pulse_Collector_Civ,MRAI_Pulse_Collector_Civ,,FALLBACK,UNMATCHED,
Mirai,Mirai Razor,MISC_Razor,MISC_Razor,"https://robertsspaceindustries.com/i/05119ac86d6039b68c9c646f4818bbc4d22bb377/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskCv7hJjwnYXcXYGeFkG5AEgr5jvsY61hY)/source.webp",REGISTRY,NORMALIZED_NAME,
Mirai,Mirai Razor EX,MISC_Razor_EX,MISC_Razor_EX,"https://robertsspaceindustries.com/i/bf2b52f15d4d9a58e95d3350a8e985e6ef456d5e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResepoxDo1odgZbP1T6ityiJ87KEdH4JYGC6)/source.webp",REGISTRY,NORMALIZED_NAME,
Mirai,Mirai Razor LX,MISC_Razor_LX,MISC_Razor_LX,"https://robertsspaceindustries.com/i/584ae93b7df23c90b8d1c8ac880b4c0acf7478c5/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjYZbU7YRbY39aKhXriPkhsMyLYc2GruWE)/source.webp",REGISTRY,NORMALIZED_NAME,
MISC,Prospector,prospector,prospector,"https://robertsspaceindustries.com/i/2400ab1c3df122ca6fc1d885bd23534cee75e33f/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResepos4wbPX17Jsm7jZA9AnYMPMXZ1WqAyc)/source.webp",REGISTRY,EXACT_NAME,
Musashi Industrial & Starflight Concern,MISC Fortune,MISC_Fortune,MISC_Fortune,"https://robertsspaceindustries.com/i/9bef3b1724f71a08838f376b1fa96e5407ad62dc/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskpZqbdWXd8HG1RfFhL49HBbLmi7dh7Vee)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Fortune Wikelo Special,MISC_Fortune_Collector_Industrial,MISC_Fortune_Collector_Industrial,,FALLBACK,UNMATCHED,
Musashi Industrial & Starflight Concern,MISC Freelancer,MISC_Freelancer,MISC_Freelancer,"https://robertsspaceindustries.com/i/eae94400f321ac79b60801b8f638b59b014596c0/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskumhWA6r5nzPt54RLffKr4yti7fDf58wp)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Freelancer DUR,MISC_Freelancer_DUR,MISC_Freelancer_DUR,"https://robertsspaceindustries.com/i/49129d4e9916265c0325843551f8847756ce967e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjHjQ9eeqVBo9t4wNhofoBkZk9Sug6dE8n)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Freelancer MAX,MISC_Freelancer_MAX,MISC_Freelancer_MAX,"https://robertsspaceindustries.com/i/c23c58b95e29c3f0ffb1c5173d5239aa5d807990/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjkUnT3YrmhSyyU6ENLFpx76knojsTnvj8)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Freelancer MIS,MISC_Freelancer_MIS,MISC_Freelancer_MIS,"https://robertsspaceindustries.com/i/c51bfec4cc0e06835e221a7948ce37c0c7e4732b/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskqTKQ9TNTVk76eayuSkChr5ez3c36SSp6)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Hull A,MISC_Hull_A,MISC_Hull_A,"https://robertsspaceindustries.com/i/a9ba88708475a069e74c3ebd44840f1568730111/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseTiWv14XfeGqkvh7qGGd8PsbT6CXSrQ9c)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Hull B,MISC_Hull_B,MISC_Hull_B,"https://robertsspaceindustries.com/i/99d96fdd7645655fe468d1e8abd8adee2f41d55a/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjYWtrqicNfAfeCx7Rw15U61TYsubvDxFG)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Hull C,MISC_Hull_C,MISC_Hull_C,"https://robertsspaceindustries.com/i/6e75777fcd9e8bcbae39dd3eb95a759f56a83331/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseBmyghnVEmRQ1qGWVhGUthYBC5hxK5Cb8)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Prospector,MISC_Prospector,MISC_Prospector,,REGISTRY,EXISTING_ALIAS,"Known duplicate of canonical hull ""prospector"" (EWO-038 Task 5) — resolves through that hull's own image at runtime; never edit this row directly, edit ""prospector"" instead. Pending permanent merge under GF-002D."
Musashi Industrial & Starflight Concern,MISC Prospector Wikelo Work Special,MISC_Prospector_Collector_Indust,MISC_Prospector_Collector_Indust,,FALLBACK,UNMATCHED,
Musashi Industrial & Starflight Concern,MISC Reliant Kore,MISC_Reliant,MISC_Reliant,"https://robertsspaceindustries.com/i/ea8fae7b43c8a7bb81b4eb5f64276dffb7b95a2f/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseBjYH9QwVxcVgKCkZxHJedxrQx8RoML7Y)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Reliant Mako,MISC_Reliant_Mako,MISC_Reliant_Mako,"https://robertsspaceindustries.com/i/4fe83bc8bd0ca21b363933b7076f7ecad9e7dbff/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseYhDYcqx9rCA8CHExTvxfzFUwTV8KX6aA)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Reliant Sen,MISC_Reliant_Sen,MISC_Reliant_Sen,"https://robertsspaceindustries.com/i/a0c8760ad893f497848212da9c6ef5cb961d5aee/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResivYNEWLCG5JLAJtqdn4Cb7S72x3g5YDhp)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Reliant Tana,MISC_Reliant_Tana,MISC_Reliant_Tana,"https://robertsspaceindustries.com/i/ac002421bd885da62fee1a11ebfe83462d109d9a/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskui898hucVaGeAWgdEYuL85w4WovbbF9G)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Starfarer,MISC_Starfarer,MISC_Starfarer,"https://robertsspaceindustries.com/i/d7cca35b46beb48d4aa013980371233603508c4c/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskeuE137p6bgGaeFYoGULZMUFr7x7b2ztE)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Starfarer Gemini,MISC_Starfarer_Gemini,MISC_Starfarer_Gemini,"https://robertsspaceindustries.com/i/e1e68c92930b8985842f5296f437a725430badab/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResipDV185foxRnreqU2TUBknDwpWfUB7q6N)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Starlancer MAX,MISC_Starlancer_Max,MISC_Starlancer_Max,"https://robertsspaceindustries.com/i/70bd03150fd18ccdd3a90791aedd912e00f48aee/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResipCJwypqKtuy2Y6vsjsgLF8i1vVmY9EVC)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Starlancer TAC,MISC_Starlancer_TAC,MISC_Starlancer_TAC,"https://robertsspaceindustries.com/i/800c29a211e6ec9ac5ae9573cc867bbe312f8470/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj1w3KASs6Cf5fSBCJYkGF9z5AWrGMdiWJ)/source.webp",REGISTRY,NORMALIZED_NAME,
Musashi Industrial & Starflight Concern,MISC Starlancer TAC Wikelo War Special,MISC_Starlancer_TAC_Collector_Military,MISC_Starlancer_TAC_Collector_Military,,FALLBACK,UNMATCHED,
Musashi Industrial & Starflight Concern,MISC Starlite,MISC_Starlite,MISC_Starlite,,REGISTRY,EXISTING_ALIAS,"Known duplicate of canonical hull ""starlite"" (EWO-038 Task 5) — resolves through that hull's own image at runtime; never edit this row directly, edit ""starlite"" instead. Pending permanent merge under GF-002D."
Origin,135c,135c,135c,"https://robertsspaceindustries.com/i/d82a70ea48ad88833fe5628c57d70b3b120c7940/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj7MzgYTNGKKhv6Hd1NXeTyZyYemNiKSyt)/source.webp",REGISTRY,EXACT_NAME,
Origin Jumpworks,Origin 100i,ORIG_100i,ORIG_100i,"https://robertsspaceindustries.com/i/7f9004f2c94c4156d17c76945d93da1a9166f4cb/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjvfQvZTLBeqr7nxsoca56jsfVMy1KQ5YS)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin 125a,ORIG_125a,ORIG_125a,"https://robertsspaceindustries.com/i/4edda30724031a5f9d8bd270d13f83e92814a058/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResizfriBj3nFqAvDHZZ7vuSG3tmn1HdLmoL)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin 300i,ORIG_300i,ORIG_300i,"https://robertsspaceindustries.com/i/83865eedb618a5d2b0cb32e517cf46e7349fb1d6/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseTbcEcvfVXUA2L4LQquCBv3XRgSGhs5Zg)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin 315p,ORIG_315p,ORIG_315p,"https://robertsspaceindustries.com/i/0c33cf326d2d140c2103355c1015a8c5cb638ec3/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskP39C2qja4a1SCcPpLtdNcx7BhDJFUZmx)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin 325a,ORIG_325a,ORIG_325a,"https://robertsspaceindustries.com/i/5de627d4948ba4767cb81eff709a5c241ba9b1e9/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskJ23FWYyJEzadrDtKz87mfAEoQDHWvg2S)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin 350r,ORIG_350r,ORIG_350r,"https://robertsspaceindustries.com/i/c53b0b87bd3e60484b0e2b5630dfdf99be81de11/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjqRzd4VcczH8KK3H3SAgsMrj6ExxrMpge)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin 400i,ORIG_400i,ORIG_400i,"https://robertsspaceindustries.com/i/9d14626a2e20de191de73a4b3343b14141df9647/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskjDaVPsYfVMpaEXu82p8NG94e9gDqqSYW)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin 600i,ORIG_600i,ORIG_600i,"https://robertsspaceindustries.com/i/bbfd42b3a1a3c30b170da468a56e2ffaec6980e9/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjqeFfVoF43f38XfD8N5eYmrHRC4QsX4aJ)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin 600i Executive Edition,ORIG_600i_Executive_Edition,ORIG_600i_Executive_Edition,,FALLBACK,UNMATCHED,
Origin Jumpworks,Origin 600i Touring,ORIG_600i_Touring,ORIG_600i_Touring,"https://robertsspaceindustries.com/i/de53d42668b4661de434772e8b494046dae3cdf7/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseiKhuNbUh3JWvLgcSm4Ly5DZPG3eT58cW)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin 85X Limited,ORIG_85X,ORIG_85X,"https://robertsspaceindustries.com/i/2959cc931701412648c847748a5d97a8651aa952/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskHxChGNu1HG6cPCRZexaQfXYVmoySwLYv)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin 890 Jump,ORIG_890Jump,ORIG_890Jump,"https://robertsspaceindustries.com/i/285d258ad5d533e7e336aa939edf4d78ca5b2678/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskN2PtGhQ7i1JD7RWFivT3dm996DXRrinA)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin M50 Interceptor,ORIG_m50,ORIG_m50,"https://robertsspaceindustries.com/i/e0062c938a2ffa682add6487ae5fbc08bd3b825a/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjdq3VgKwWzxooVmKzNtgdz9hjcfMTo7hp)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin X1,ORIG_X1,ORIG_X1,"https://robertsspaceindustries.com/i/5531aa5b4cf8e23bb63cb022c7fd96aa52969bf2/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResivVsrT8pzuovGhXT7zanNabvsfrnWWCva)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin X1 Force,ORIG_X1_Force,ORIG_X1_Force,"https://robertsspaceindustries.com/i/b1c0dfdd52a2109212f2fb75f7b4858478be38ac/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseusSXDtvSBjxdocA2g6Ez4HhNebQUh3bU)/source.webp",REGISTRY,NORMALIZED_NAME,
Origin Jumpworks,Origin X1 Velocity,ORIG_X1_Velocity,ORIG_X1_Velocity,"https://robertsspaceindustries.com/i/f58332a149193707cfa426929bc8cb24b1d8e49e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResiqcxsnFYbJE1tt1iwvYYfHh9gG6fs5s1Y)/source.webp",REGISTRY,NORMALIZED_NAME,
Roberts Space Industries,RSI Apollo Medivac,RSI_Apollo_Medivac,RSI_Apollo_Medivac,"https://robertsspaceindustries.com/i/f1f6cfcf6a0e1727ff6384ec8d4a41b56c4f19f1/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskGqmqTJ5KSQvunQtqCc1bKDiTMYMHJ31x)/source.webp",REGISTRY,NORMALIZED_NAME,
Roberts Space Industries,RSI Apollo Triage,RSI_Apollo_Triage,RSI_Apollo_Triage,"https://robertsspaceindustries.com/i/5be97c785801aad485101653aff20d587fa66725/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseGytXKJM7qV2ksMdJL29f5yVDK18S6uFt)/source.webp",REGISTRY,NORMALIZED_NAME,
Roberts Space Industries,RSI Apollo Triage Wikelo Sneak Special,RSI_Apollo_Triage_Collector_Stealth,RSI_Apollo_Triage_Collector_Stealth,,FALLBACK,UNMATCHED,
Roberts Space Industries,RSI Aurora Mk I  LX,RSI_Aurora_GS_LX,RSI_Aurora_GS_LX,"https://robertsspaceindustries.com/i/eff39676d2ba25b9ffd1ce285628a47e80b2b09e/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseMB2HqJCrzVi7n4jWa6RKuX86vHhuoXYz)/source.webp",REGISTRY,NORMALIZED_NAME,
Roberts Space Industries,RSI Aurora Mk I CL,RSI_Aurora_GS_CL,RSI_Aurora_GS_CL,"https://robertsspaceindustries.com/i/0114f0fb9054675e89892c020aa657a4f3a4a641/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskqUURXDz5coswxJaMxGf2h8orXrGu2nPG)/source.webp",REGISTRY,NORMALIZED_NAME,
Roberts Space Industries,RSI Aurora Mk I ES,RSI_Aurora_GS_ES,RSI_Aurora_GS_ES,"https://robertsspaceindustries.com/i/e58de32282770d79c8b1fb29c7b552a199cc18a0/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResizh6NGvSRpmsGJPtnccvGjhWyiFtTQvuL)/source.webp",REGISTRY,NORMALIZED_NAME,
Roberts Space Industries,RSI Aurora Mk I LN,RSI_Aurora_GS_LN,RSI_Aurora_GS_LN,"https://robertsspaceindustries.com/i/814e36cadcd3e7e033883e05dcdadc79d48193fe/resize(910,512,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResivY4o9xKVqqAGGCE6ubE9VzqjrDgYVkEz)/source.webp",REGISTRY,NORMALIZED_NAME,
